g2_id,g2_nam,g2_dnam
SETS,保险销售,95555电话保险销售
SFBR,缴费清算,自助缴费商户的清算
SFCB,充值清算,公交IC卡充值清算
SFCX,公交充值,公交IC卡充值
SFDK,第三方代扣,第三方代理一卡通扣款业务
SFFE,缴费收费,自助缴费的商户收费
SFIM,神州行充值,神州行充值
SFTA,ATM转账,ATM上向别人户口的自助转账
SFTC,自助转账,同一客户下的自助转账
SFTH,自助转账,向他人户口的自助转账
SFTN,非定制转账,非定制自助转账
SFTT,自助转账,向他行户口的自助转账
SFTX,自助缴费,自助缴费
SIA0,智能定期,智能定期开户
SIA1,智能定期,智能定期部分提前支取
SIA2,智能定期,智能定期关户支取
SJQB,e招贷补,e招贷（全渠道）补账
SJQQ,e招贷他行,e招贷转他行-银联全渠道
SJTH,e招贷他行,e招贷资金转他行借记卡
SJYK,E招贷,E招贷
SKBG,中金所交易,中金所资金转帐交易
SKBR,银证清算,银证转账清算
SKDB,商品中介清,商品支付中介汇总清算
SKDT,商品中介转,商品支付中介转账交易
SKFP,银期转账,银期转账机构客户银行结算账户与期货公司保证金互转
SKFU,银期转账,银期转账个人客户银行结算账户与期货公司保证金互转
SKGD,黄金交易,黄金交易
SKGI,国际版黄金,国际版黄金结算行业务
SKGP,黄金垫转贷,黄金个人垫款转贷款
SKPA,存管费计提,证券三方存管费计提
SKPB,银商清算,银商清算
SKPE,存管费计提,证券三方存管费计提
SKPF,FTP利差网,FTP利差网点入账
SKPT,存管费划拨,总行与券商开户网点之间的应收存管费划拨
SKRD,银证转账,银证转账(第三方存管)
SKSC,上清所会员,上海清算所现货清算会员系统
SKSD,招赢通交易,招赢通基金交易
SKSJ,刷卡生金,刷卡生金
SKTP,现货交易,现货交易系统
SKTX,银证转账,银证转账
SKYB,银保转账,机构客户发起银保转账出入金
SMA0,通知存款,通知存款开户
SMA1,通知存款,通知存款支取
SMA2,通知存款,通知存款关户
SMA6,企业通存,企业通知存款支取
SMA8,企业通知,企业通知存款关户
SMAA,通知转存,通知存款自动转存
SMI0,存本取息,存本取息开户
SMI1,存本取息,存本取息支取
SMI2,存本取息,存本取息关户
SMI5,同业定期,同业定期开户存入
SMI6,同业定期,同业定期支取
SMI8,同业定期,同业定期关户
SMW0,整存零取,整存零取开户
SMW1,整存零取,整存零取支取
SMW2,整存零取,整存零取关户
SSBN,银联清算,收单平台银联交易资金自动清算
SSCD,信用卡清算,银联代理信用卡交易汇总清算
SSIT,IBPS卡过账,IBPS信用卡清算资金过账
SSKK,实时扣款,信用卡实时扣款
SSN0,定活两便,定活两便开户
SSN1,定活两便,定活两便关户
SSN2,扣划,定活两便扣划
SSN3,定活开户撤,定活开户撤销
SSTC,自助转账,自助转账
SSTP,第三方清算,网银第三方支付组织资金清算
SSW0,整存整取,整存整取开户
SSW1,整存整取,整存整取部分提前支取
SSW2,整存整取,整存整取关户支取
SSW3,整存整取,整存整取
SSW4,整存整取,整存整取
SSW5,整存整取,整存整取
SSW6,整存整取,整存整取
SSW7,整存整取,整存整取
SSW8,整存整取,整存整取
SSW9,整存整取,整存整取
SSWA,自动转存,整存整取自动转存
SSWS,批量结息,协议类定期批量结息
STKC,深交所清算,深交所清算帐务
STPA,撤销退回,撤销退回
STTA,清算汇兑,电子汇兑清算
SUTB,苏州柜面通,苏州分行同城实时清算系统个人通存通兑
SXFE,银联手续费,银联跨行手续费(调账）
SYLX,联行结息,行内联行结息
T1AC,关户补入,整存整取关户补入
T1AD,支取补入,整存整取支取补入
T1AO,开户补入,整存整取开户补入
T1RC,关户撤销,整存整取关户撤销
T1RD,支取撤销,整存整取支取撤销
T1RO,开户撤销,整存整取开户撤销
T2AC,关户补入,零存整取关户补入
T2AD,支取补入,零存整取支取补入
T2AO,开户补入,零存整取开户补入
T2RC,关户撤销,零存整取关户撤销
T2RD,续存撤销,零存整取续存撤销
T2RO,开户撤销,零存整取开户撤销
T3AC,关户补入,整存零取关户补入
T3AD,支取补入,整存零取支取补入
T3AO,开户补入,整存零取开户补入
T3RC,关户撤销,整存零取关户撤销
T3RD,支取撤销,整存零取支取撤销
T3RO,开户撤销,整存零取开户撤销
T4AC,关户补入,存本取息关户补入
T4AD,支取补入,存本取息支取补入
T4AO,开户补入,存本取息开户补入
T4RC,关户撤销,存本取息关户撤销
T4RD,支取撤销,存本取息支取撤销
T4RO,开户撤销,存本取息开户撤销
T5AC,关户补入,定活两便关户补入
T5AD,支取补入,定活两便支取补入
T5AO,开户补入,定活两便开户补入
T5RC,关户撤销,定活两便关户撤销
T5RD,支取撤销,定活两便支取撤销
T5RO,开户撤销,定活两便开户撤销
T6AC,关户补入,通知存款关户补入
T6AD,支取补入,通知存款支取补入
T6AO,开户补入,通知存款开户补入
T6RC,关户撤销,通知存款关户撤销
T6RD,支取撤销,通知存款支取撤销
T6RO,开户撤销,通知存款开户撤销
T7AC,关户补入,教育储蓄关户补入
T7AD,支取补入,教育储蓄支取补入
T7AO,开户补入,教育储蓄开户补入
T7RC,关户撤销,教育储蓄关户撤销
T7RD,续存撤销,教育储蓄续存撤销
T7RO,开户撤销,教育储蓄开户撤销
T8AC,关户补入,智能定期关户补入
T8AD,支取补入,智能定期支取补入
T8AO,开户补入,智能定期开户补入
T8RC,关户撤销,智能定期关户撤销
T8RD,支取撤销,智能定期支取撤销
T8RO,开户撤销,智能定期开户撤销
TCRP,三方提回借,RI第三方贷记接收付款
TCRR,三方提回贷,RI第三方贷记接收收款
TCSR,三方提出借,RI第三方贷记发起收款
TDA1,享定存,享定存开户起息
TDA2,享定存,享定存部分支取
TDA3,享定存,享定存全额支取
TDA4,享定存,享定存还本付息
TDB1,招阳一号,招阳一号开户起息
TDB2,招阳一号,招阳一号全额支取
TDB3,招阳一号,招阳一号周期付息
TDB4,招阳一号,招阳一号还本付息
TDC1,招阳二号,招阳二号开户起息
TDC2,招阳二号,招阳二号部分支取
TDC3,招阳二号,招阳二号全额支取
TDC4,招阳二号,招阳二号还本付息
TDDT,业务扣划,定期系统业务扣划
TDE1,双币存款,双币存款开户申购
TDE2,双币存款,双币存款还本付息
TDTO,扣定期存款,扣划定期存款
TGBJ,托管费补计,托管费补充计提
TGCX,托管费冲销,托管费计提冲销
TGFE,托管费扣收,托管费系统扣收
TGJT,托管费计提,托管费计提
TKDP,提回存款,提回存款
TKDW,提回取款,提回取款
TKHK,还款退他行,综合还款退款到他行卡
TKJJ,滞留退他行,基金类退款到他行卡
TKLC,理财退他行,理财类退款到他行卡
TLFC,第三方代付,第三方代付款
TLFD,第三方代收,第三方代收款
TLFE,转入手续费,绑定账户转i理财手续费
TLFI,第三方转入,绑定账户转入
TRDA,提出借记,提出借记
TRDB,小额提回借,小额提回借
TRFA,客户转账,客户转账
TRIA,内部转账,内部转账
TRQA,提回清分,提回清分处理
TRQB,清分差错处,清分差错处理
TRRA,汇入汇款,汇入汇款
TRRB,提回付款,提回付款
TSDC,撤销登记,撤销发出委托收款收取费用
TSDD,发出登记,发出委托收款收取费用
TSFC,撤销付款,撤销接收委托收款付款
TSFK,委收付款,接收委托收款付款
TSRZ,委收入账,发出委托收款入账
TSZC,撤销入账,撤销发出委托收款入账
TX01,计提营业税,计提营业税
TX02,上缴营业税,上缴营业税
TX03,计提所得税,计提所得税
TX04,手续费预提,电子支付手续费预提
TX05,预提冲账,电子支付手续费预提冲销
TX06,商户手续费,电子支付商户后收手续费
TYHK,掌上生活回,掌上生活回馈金代付
TZSY,投资收益,投资收益确认
U1CP,银联付款,银联快捷付款
U1PV,银联备付金,银联备付金入账
U1PY,快捷支付,银联快捷支付
U1RT,银联退货,银联快捷退货
UCRP,授权提回借,RI授权第三方贷记接收付款
UCRR,授权提回贷,RI授权第三方贷记接收收款
UCSP,银联转账,银联代付转账
WDCG,改支取方,异地修改支取方式手续费
WDCS,柜台取现,柜台取现
WFTR,威富通内部,威富通内部户转账
WLZJ,网联资金,网联资金
WLZZ,网联资金新,网联资金新
WOFE,基金费结转,基金手续费结转
X4DS,地税税款,地税税款
X4GF,放公积金贷,发放公积金贷款
X4GH,还公积金贷,归还公积金贷款
X4GS,国税税款,国税税款
X4SB,社保基金,社保基金
XDAA,提出代收,重庆同城提出代收
XDAB,提出代付,重庆同城提出代付
XDAC,行内代收,重庆同城系统内代收
XDAD,行内代付,重庆同城系统内代付
XDAE,代扣手续费,重庆同城提回代收手续费
XDAF,代收付冲账,重庆同城代收付业务冲账
XDAG,代付退款,重庆同城代付业务失败退款
XDAH,提回代收,重庆同城提回代收
XDAI,提回代付,重庆同城提回代付
XDAJ,同城清算,重庆集中代收付清算
XDCM,同城清算,重庆分行同城支付系统清算
XICM,省内清算,云南省支付系统清算
XICZ,代收冲正,昆明同城代收类业务冲正
XIFH,非税划拨,云南同城非税划拨业务
XIFP,非税收缴,云南同城非税收缴业务
XIPF,批量代付,昆明同城批量代付业务
XIPS,批量代收,昆明同城批量代收业务
XISF,实时代付,昆明同城实时代付
XISS,实时代收,昆明同城实时代收
XITH,代付退汇,昆明同城代付退汇业务
XJBN,现金分期,现金分期转他行（银联）
XJQB,现金分期补,现金分期（全渠道）补账
XJQQ,现金分期转,现金分期转他行-银联全渠道
XYP1,信用卡还款,信用卡还款
XYPY,信用卡还款,信用卡还款
Y301,税款,税款
Y303,预算收入,预算收入（人行）
Y304,预算收入,预算收入
Y305,预算收入,预算收入
Y306,预算收入,预算收入
Y307,预算收入,预算收入
Y308,预算收入,预算收入
Y309,预算收入,预算收入
Y310,预算收入,预算收入
Y311,预算收入,预算收入
Y312,预算收入,预算收入
Y313,预算收入,预算收入
Y314,预算收入,预算收入
Y315,预算收入,预算收入
Y316,预算收入,预算收入
Y317,预算收入,预算收入
Y318,预算收入,预算收入
Y319,预算收入,预算收入
Y320,预算收入,预算收入
Y321,预算收入,预算收入
Y322,预算收入,预算收入
Y323,预算收入,预算收入
Y324,预算收入,预算收入
Y325,预算收入,预算收入
Y326,预算收入,预算收入
Y327,预算收入,预算收入
Y328,预算收入,预算收入
Y329,预算收入,预算收入
Y330,预算收入,预算收入
Y331,预算收入,预算收入
Y332,预算收入,预算收入
Y333,预算收入,预算收入
Y334,预算收入,预算收入
Y335,报解预算款,鄞州区待报解中央预算
Y336,预算收入,预算收入
Y337,预算收入,预算收入
Y338,预算收入,预算收入
Y339,预算收入,预算收入
Y340,预算收入,预算收入
Y341,预算收入,预算收入
Y342,预算收入,预算收入
Y343,乡镇国库款,乡镇国库存款
Y344,乡镇国库款,乡镇财政库款过渡户
Y345,乡镇国库款,乡镇国库存款
Y346,乡镇国库款,乡镇国库存款
Y347,国债,国债
Y3AA,电费,电费
Y3AC,电费,电费
Y3AD,电费,电费
Y3AE,电费,电费
Y3AF,电费,电费
Y3AG,水电费,水电费
Y3AH,电费,电费
Y3AI,电费,电费
Y3AJ,电费,电费
Y3AK,电费,电费
Y3AL,电费,电费
Y3AO,电费,电费
Y3AP,电费,电费
Y3AT,电费,电费
Y3AV,电费,电费
Y3AX,电费,电费
Y3AY,电费,电费
Y3AZ,电话费,电话费
Y3BA,电话费,电话费
Y3BB,电话费,电话费
Y3BC,移动电话费,移动电话话费
Y3BD,移动电话费,移动电话费
Y3BE,移动电话费,移动电话话费
Y3BF,电话费,电话费
Y3BG,移动电话费,移动电话话费
Y3BH,联通话费,中国联通移动话费
Y3BI,电话费,电话费
Y3BJ,邮电费,邮电费
Y3BK,邮电费,邮电费
Y3BL,邮电费,邮电费
Y3BM,电话费,电话费
Y3BN,移动电话费,移动话费
Y3BO,广联网费,广联网业务费
Y3BP,电信,电信
Y3CA,邮费,邮费
Y3CB,电话费,电话费
Y3CC,移动话费,移动话费
Y3CD,电话费,电话费
Y3CF,电话费,电话费
Y3CG,金桥IP费,金桥网络服务费
Y3CI,电话费,电话费
Y3CJ,联通长途费,中国联通长途电话费
Y3CM,联通寻呼,联通寻呼服务费
Y3CN,IP话费,ＩＰ电话资费
Y3CP,电话费,电话费
Y3CQ,电信增值费,话费增值电信业务服务
Y3CS,移动话费,移动话费
Y3CT,电话费,电话费
Y3CU,电话费,电话费
Y3CV,电话费,电话费
Y3CW,移动电话费,移动电话通信费
Y3CX,电话费,电话费
Y3CY,电话费,电话费
Y3CZ,移动话费,移动话费
Y3DA,超计划水费,超计划用水加价水费
Y3DB,水费,水费
Y3DC,水费,自来水水费
Y3DD,网通费,网通费
Y3DE,水费,水费
Y3DF,水费,水费
Y3DG,超计划水费,超计划用水收费
Y3DH,自来水费,自来水费
Y3DI,水费,水费
Y3DJ,水费,水费
Y3DK,水费,水费
Y3DL,水费,水费
Y3DM,水电费,水电费
Y3DN,水费,水费
Y3DO,自来水费,自来水费
Y3DP,水费,水费
Y3DQ,自来水费,自来水费
Y3DR,自来水费,自来水费
Y3DS,水费,水费
Y3DT,水费,水费
Y3DV,水费,水费
Y3DW,水电,水电
Y3DX,水费,水费
Y3DY,水费,水费
Y3DZ,水费,水费
Y3EA,供热汽费,供热用／蒸汽费
Y3EB,供热汽费,供热用／汽费
Y3EC,供热汽费,供热用／汽费
Y3ED,供热,供热
Y3EE,养路费,养路费
Y3EF,供热汽费,供热用汽费
Y3EG,供热汽费,供热用汽费
Y3FA,房租,房租
Y3FB,房租,房租
Y3FC,房租,房租
Y3FD,房租,房租
Y3FE,房租费,房租费
Y3GA,医疗基金,大病公伤生育基金
Y3GB,医疗基金,工伤医疗保险基金
Y3GC,失业保险,失业保险基金
Y3GD,医疗保险,城镇职工医疗保险费
Y3GE,养老保险金,养老保险金
Y3GF,养老基金,奉化市退休养老基金
Y3GG,劳动保险金,奉化市社会劳动保险基
Y3GH,失业保险金,失业保险基金
Y3GI,养老保险金,基本养老保险基金
Y3GJ,医疗保险金,医疗保险金
Y3GK,养老保险金,０１０１基本养老保险
Y3GL,养老保险金,养老保险基金
Y3GN,养老保险金,社会养老保险基金
Y3GO,失业保险金,失业保险金
Y3GP,养老保险金,养老保险金，生育保险
Y3GQ,医疗保险金,医疗保险金
Y3GS,生育金,生育金
Y3GU,养老保险,机关事业单位养老保险
Y3GX,养老保险费,养老保险费
Y3GY,养老保险费,养老保险费
Y3GZ,生育保险金,女职工生育保险基金
Y3HB,住房公积金,住房公积金
Y3HC,住房公积金,住房公积金
Y3HD,住房公积金,住房公积金
Y3HE,住房公积金,住房公积金
Y3HF,住房公积金,住房公积金
Y3HG,住房公积金,住房公积金
Y3HH,住房公积金,住房公积金
Y3HI,房屋租金,房屋租金
Y3HJ,住房公积金,住房公积金
Y3HK,住房公积金,住房公积金
Y3HL,住房公积金,住房公积金
Y3HM,公积金,公积金
Y3HN,住房公积金,住房公积金
Y3HO,住房公积金,住房公积金
Y3HP,住房公积金,住房公积金
Y3HQ,住房公积金,住房公积金
Y3HR,住房公积金,住房公积金
Y3HS,住房公积金,住房公积金
Y3HT,住房公积金,住房公积金
Y3HV,住房公积金,住房公积金
Y3HW,公积金,公积金
Y3HX,公积金,公积金
Y3IA,廉政公积金,廉政公积金
Y3JA,退休门诊,企业退休职工门诊医疗
Y3JB,养老保险,养老金保险金
Y3JC,养老保险,养老保险
Y3JE,医疗保险,医疗保险费
Y3JF,社保费,社会保险费（养老．失
Y3JG,社保基金,社会保险基金
Y3JH,医疗保险,医疗保险基金
Y3JI,养老保险,事业单位养老保险金
Y3JJ,大病公伤,大病公伤
Y3JL,养老保险,机关社保养老保险金
Y3JM,再就业基金,再就业基金
Y3JN,养老保险,基本养老保险基金
Y3JO,失业保险,失业保险基金
Y3JP,医疗保险费,职工医疗保险费
Y3JQ,医疗保险金,基本医疗保险金
Y3JR,工伤保险,工伤保险基金
Y3JT,医疗保险,医疗保险基金
Y3JU,保险基金,保险基金
Y3JV,社会保障金,社会保障金
Y3JW,养老保险,养老保险基金
Y3JX,社保及附加,社会保险费及附加
Y3KD,电费,电费
Y3KE,电费,电费
Y3KH,电费,电费
Y3KI,电费,电费
Y3KJ,电费,电费
Y3KK,电费,电费
Y3KL,电费,电费
Y3KM,电费,电费
Y3KN,电费,电费
Y3KR,电费,电费
Y3KS,电费及其他,电费及相关费用
Y3KT,电费,电费
Y3KU,电费,电费
Y3KV,电费,电费
Y3KW,电费,电费
Y3LA,管道煤气,管道煤气
Y3LC,天然气,天然气
Y3LD,燃气费,燃气费
Y3LE,管道液化气,管道液化气费
Y3LF,管道燃气,管道燃气
Y3MB,排污费,排污费
Y3MC,排污费,排污费
Y3MD,水费,水费
Y3ME,水费,水费
Y3MF,水费,水费
Y3MG,水费,水费
Y3MI,水费,水费
Y3MJ,排污费,排污费
Y3MK,水费,水费
Y3ML,水费,水费
Y3MM,超价水费,超价水费
Y3MN,自来水费,自来水费
Y3MO,水费,水费
Y3NA,一卡通服务,一卡通服务费
Y3NB,养路费,养路费
Y3NC,养路费,养路费
Y3ND,水电费,水费，电费
Y3NE,水电费,水电费
Y3NF,农发基金,农发基金
Y3NG,农发基金,农发基金
Y3NH,农发基金,农发基金
Y3NI,农发基金,农发基金
Y3OA,电话费,电话费
Y3OB,电话费,电话费
Y3OC,电信通信费,电信通信费
Y3OD,电话费,电话费
Y3OF,电话费,电话费
Y3OG,电信通信费,电信通信费
Y3OH,电信通信费,电信通信费
Y3OI,电信收费,电信收费
Y3OJ,电话费,电话费
Y3OK,电话通信费,电话通信费
Y3OM,移动话费,移动话费
Y3ON,电话费,电话费
Y3OO,电话费,电话费
Y3PA,邮费,邮寄信件费用
Y3PB,邮费,邮费
Y3PC,网络使用费,网络使用费
Y3PD,网络使用费,网络使用费
Y3PE,网络使用费,网络使用费
Y3QL,电费,电费
Y3QM,电费,电费
Y3QN,电费,电费
Y3QO,超发差价,超发电力差价
Y3QP,电费,电费
Y3QQ,资金,住房维修资金
Y3QR,供电,慈溪市供电局范市供电
Y3QT,电费,电费
Y3QU,供热供电,供热供电
Y3ZF,支付宝划账,支付宝转账提现
Y4A1,国税扣税,国税扣税
Y4A2,地税扣税,地税扣税
Y4A3,国税退税,国税退税
Y4A4,地税退税,地税退税
Y4A5,湛江批量,湛江批量
Y4A6,代收付清算,代收付清算
Y4A7,企业收款,企业收款
Y4A8,公积金贷款,公积金贷款
Y4A9,公积金还款,公积金还款
Y4B1,公积金汇缴,公积金汇缴
Y4B2,公积金提取,公积金提取
Y4B3,存款担保,存款担保POS
Y4B4,易票联电费,易票联电费
Y4B5,天安卡充值,天安卡充值
Y4B6,移动收单款,移动收单款
Y4B7,ETS入账,省ETS财政专户入账
Y4B8,ETS清算,省ETS清算
Y4B9,广东非税,广东非税
Y4BC,批量贷记,广东金融结算服务系统定期贷记业务
Y4BD,批量借记,广东金融结算服务系统定期借记业务
Y4C1,变更转账,销户结清转账
Y4C2,异地转账,异地转出转账
Y4C3,资金监管,个人存款资金监管转账
Y4ES,ETS缴税,ETS电子缴税
Y4FE,交费易缴费,交费易缴费
Y4HL,业务挂账,广州3A支付系统实时业务挂账
Y4YT,粤通卡代扣,粤通卡代扣费
Y601,一户通清算,一户通清算
Y602,代收付清算,代收付清算
Y603,深国库支付,深圳分行国库集中支付行内划拨转账
Y604,市民通退款,市民通退款
Y6FW,发放个人委,发放个人委托贷款
Y6HW,归还个人委,归还个人委托贷款
Y6IW,个人委托贷,个人委托贷款利息
Y6NJ,企业年金,企业年金
Y6TD,提回实时借,深圳金融结算系统提回实时借记
YACC,现金贷方,
YACD,现金借方,
YACS,现金,
YAIC,活期息收入,活期息收入
YAID,活期息支出,活期息支出
YAIN,活期利息,
YB01,回收欠款,北京财政支付新系统对接回收欠款（销账）
YB02,资金转帐,北京财政支付新系统对接清算账户至支付账户资金转帐
YB03,回收额度,北京财政支付新系统对接回收额度（挂账）
YCBB,航付通B2B,航付通B2B
YCBL,百联转账,上海百联协议转账
YCCM,沪汇总清算,上海支付综合业务系统资金清算
YCDF,实时代付,上海同城实时代付业务
YCDS,实时代收,上海同城实时代收业务
YCGJ,集团归集,上海同城集团归集业务
YCHB,资金划拨,上海同城集团划拨业务
YCJF,代收拒付,上海同城代收拒付业务
YCPC,票交撤销,上海票交清算撤销
YCPF,批量代付,上海同城批量代付业务
YCPJ,票交清算,上海票交清算
YCPS,批量代收,上海同城批量代收业务
YCTH,代付退汇,上海同城代付退汇业务
YCWF,委托付款,上海同城集团委托付款业务
YCXE,定借入账,上海定借批量入账
YDFS,非税缴款,非税缴款
YDFW,房屋款,房屋款
YDGK,国库支付,国库支付
YDGS,高速ETC,湖南省高速ETC
YDJT,交通规费,交通规费
YDLQ,路桥费,路桥费
YEPC,提回借出款,个人提回借记出款
YEPD,提出借入账,个人提出借记入账
YEPF,提出借收费,个人提出借记费用
YEPR,提回借冲正,个人提回借记冲正
YETC,电子支付,武汉同城电子支付交易
YETF,电子支付费,武汉同城电子支付手续费
YETT,电子支付差,武汉同城支付差清算
YFTB,南通柜面通,南通分行同城实时清算系统个人通存通兑
YJBN,溢缴款领回,溢缴款领回转他行（银联）
YJFR,行内预借分,行内预借分润
YJQB,溢缴款补,溢缴款领回（全渠道）补账
YJQQ,溢缴款转他,溢缴款转他行-银联全渠道
YKBF,备付金付款,银联快捷支付备付金付款
YKBS,备付金收款,银联快捷支付备付金收款
YKCE,外部充值,信用卡E+账户外部充值
YKDE,外部汇出,外部汇出
YKGZ,银快捷挂账,银联快捷支付挂账
YKHK,一卡通代扣,一卡通代扣还款他行信用卡
YKJJ,本行买基金,购买基金一卡通资金代扣
YKJS,借记卡收入,银联快捷支付借记卡收入
YKJZ,借记卡支出,银联快捷支付借记卡支出
YKQS,银快捷清算,银联快捷支付清算
YKRT,资金转回,E招贷退货资金转回
YKSX,手工销账,银联快捷支付手工销账
YKTK,滞留退款,信用卡E+账户滞留退款
YKXJ,信用卡记账,银联快捷支付信用卡记账
YKXS,信用卡收入,银联快捷支付信用卡收入
YKXT,信用卡调账,银联快捷支付信用卡调账
YKXX,信用卡销账,银联快捷支付信用卡销账
YKXZ,信用卡支出,银联快捷支付信用卡支出
YKYY,一卡通预约,一卡通预约还本行信用卡
YKZZ,理财转出,转出电子一卡通一卡通代扣
YWT1,银网通支付,银行间网络支付平台支付交易
Z421,自动清算,自动清算专用
ZBTH,E号贷转他,E号贷转他行银联
ZBYK,E号贷转本,E号贷转本行
ZBZT,E号贷转他,E号贷转他行人行
ZHFR,综合支付分,掌上生活综合支付分润
ZRHQ,转入活期,C+存款转入活期
N5PR,网联付款申请,网联付款申请

